id,Name,Pics
01,adina apartment hotel brisbane anzac square,"https://cf.bstatic.com/xdata/images/hotel/max1024x768/776721398.jpg?k=8070e1bccb2826b75cc3b33087bbbed0f1b9705e5ce18b792417723bf52ba37d&o=,https://cf.bstatic.com/xdata/images/hotel/max1024x768/776721497.jpg?k=8ac78a22e122d20b8b3261c1a66b4339128670993bfd7b934dc5c3cc10203620&o=,https://cf.bstatic.com/xdata/images/hotel/max1024x768/776721491.jpg?k=3f89ee8804bfb42dddaebdb22cd55b7302517edb104c65adbf2388b607023f41&o=,https://cf.bstatic.com/xdata/images/hotel/max1024x768/776721434.jpg?k=4065d0b0f3118ad88e7a2d99c29ec2424ab3ef53f7c0949f5e788f5e648783f8&o=,https://cf.bstatic.com/xdata/images/hotel/max1024x768/776721406.jpg?k=a5c03130229b3795fbd6331c94960d1bde31b0a404caca01149e7969a20badea&o=,https://cf.bstatic.com/xdata/images/hotel/max1024x768/776721399.jpg?k=937872a5e7b8a5ccb0ca183f0c482f44ccd22693c18009f95f4aeb3f577b4527&o=,https://cf.bstatic.com/xdata/images/hotel/max1024x768/776721411.jpg?k=a066c93626c8d516d0a2eaa2f705e1a4f648cf2eb8757d253e1a05848d677c57&o=,https://cf.bstatic.com/xdata/images/hotel/max1024x768/776721470.jpg?k=f731c821852de5ce789777918398a0040c64ebb2ea553f666308d0152e2425cb&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721396.jpg?k=f03dc852de851754cc27ef721e65f13daf7e1c81fad2419628aadf7a23fa0ce6&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721400.jpg?k=e94cba56d244e9663e684a8e2ad355deb510b78b388a05b8f08928db7bb3471e&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721407.jpg?k=9ec867ef57f72275cbc923fb966291788c04520c56a71ee37d907cb02da331c4&o=,https://cf.bstatic.com/xdata/images/hotel/max1024x768/776721410.jpg?k=c6762070c67b79fc546292fe85e5df84bd868c4af597c81ed76bf3cfb5a595b8&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721413.jpg?k=988616707f1a5e1ec30eef047d887961dcc5504ddf92cc9bf40da31c6d790df0&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721418.jpg?k=2b7adf107255ee7917375898831a1b86773a10bf7010caa2543a7235080eff71&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721420.jpg?k=5aac5be49aeb6f0f4d38452ee9d31023e33e63e8bf18d7db07a43edbde917150&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721423.jpg?k=69de5223ee723396f36b98904bc2fd690ad530dd77b0521daefe7d97333491ca&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721419.jpg?k=3d886763ea8402316bbb762a0883d4b8e38d73fecf924d69e64f478aedfec1cb&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721422.jpg?k=07fad638acbdde1b3ee3124375f9dc9b52fe25641f34187f19bf7b7fd61ec170&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721426.jpg?k=370b313014261395b49ac6a5dcc8860a232d86da0cbcf40e7955825d65a6860e&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721428.jpg?k=b606cc9b8a020151ce2101bf199bc1aae6acdb2c2255d783d95a978b8816ca23&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721429.jpg?k=92ea59b071fee9ff314558f5f35f477ef19fa765ee6eed5c9db7a5a01f2c09f1&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721430.jpg?k=b2c25c613e38c909c79536f95633cfd929fb3563ae8d1f6df903a32ed93bb912&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721432.jpg?k=fbab9bf90d5e4631a4c6c070bad89d1447ed9f26757ce4c5d33006c842cac5fd&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721435.jpg?k=6a21c1d6f818fdb52baac3fbccdfde85737363a945b2392827736a1eaf979b7c&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721436.jpg?k=241cf3683a39c30de48392106c5613ad957bf75a42e49f8bfad74cd96c96ed03&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721438.jpg?k=86b03c592cba166bafc05b3e406e27b7a22518e0978cf7413010ab9c4bb6e5f1&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721440.jpg?k=0e91e010fd3d663383bfc8f549365847e04ac1ef943cc5d1c058080696f975b1&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721441.jpg?k=ce2a1d99e0bca2ad3e211ded1a63489854e4ba3fdea86e42316eba4fc6c64d25&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721442.jpg?k=2b9735396edf34de9356fc160433797a96436a92b3c26fa5fb78dbd867bae978&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721443.jpg?k=09feeb27bed1fe81bd34c4a0bb00cb5ffe70b3ea052d8dc1abeba827a9335cef&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721446.jpg?k=f9b202c572961bf84753bf5d6dcfc94d933a665b604cf06ac54a0071d6e6231e&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721447.jpg?k=e2caec50bb02b1d802f13d118f7d64c12d13ce5f91a15f459e5bb7386d262729&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721448.jpg?k=2b7908927177054defda3329007cf35156984ce997e1e10643cb1fc7958c4a7e&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721451.jpg?k=0db7140d52fc13b270b3ca6e012638239b521afd02ab1ff61162c4ad2fde5927&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721449.jpg?k=adbf00b09f047ef42941ce82d852840b43b7c068ed10dce3716a6e279f6f6c32&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721452.jpg?k=cdc22ad9e4e02cbac010d27c86cc3c842445a0b6bbea0882be983839c7fb37ec&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721454.jpg?k=ed553f3e0a5c3330d9281a91cf93b2c85733db8caca0b2cea2e641a936252d7e&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721458.jpg?k=1c8d76a853501523d7d9ededddce62067ab7264f1615dfd0775e935d30d28097&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721460.jpg?k=790d9effa4499c642d6de42fb82da65c7737423342f07c01829ed1c0d3c931df&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721459.jpg?k=2fe0d432d625a4fdcb11835ad16e643a6cb23d2ffbb99be6f32607033e4472e5&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721465.jpg?k=498848ff66f014b0835020a8fde83fca6fc5644e76e8a7f3a21d97b9321da868&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721464.jpg?k=25bed74908e20b2d8ac6405fe7e638c857f91f1f441ea357e50e06da4eaf788d&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721475.jpg?k=89892524dff1b75bcc866aa6b37dbf351f79944b826e33bd6c43783e25724f68&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721477.jpg?k=f7d06b35ce8550f82ab0a9f1cd7573a6c14411467fcb44a8c8a75de572c04db8&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721472.jpg?k=d06a458988c0690ac464d0ce30375d972ea48bf299486311d69dc35faafd52b0&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721478.jpg?k=ccfa962ba75eb3ae7950edc7fdbbb95b227bf4f723e0624390a007a40a5fdd9d&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721481.jpg?k=ba46b152d99cb9be864f718f3a08bcc9a75571135fae2a9a8202a1361001bdad&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721482.jpg?k=e82cb4b8c5295b616fd3d3a79abe9e6a047b107e1e54e4033de03580f5e8a8da&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721487.jpg?k=a780c1a1a29a2a48cf38a3306a97fdcedbddb9b00907585ef2d167d039cdf2b9&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721492.jpg?k=52ba3e4a08a897df1247f0a7cbdb13e5f4a051849f7ea38dfcb156706482d328&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721489.jpg?k=2748c33697fa6683b5fa64921b7d1363beb1c48237bbd867479381c9d0a035ba&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721495.jpg?k=9c691a99d0a84fb46d3001b07f6f461a53036902c371083c39ffac32f8df15f1&o=,https://cf.bstatic.com/xdata/images/hotel/max300/776721500.jpg?k=697d6eed503893943338c6cf5b5f46051c4f4635c63e5e219e44e1a8f3493be4&o="
02,amora hotel brisbane,"https://cf.bstatic.com/xdata/images/hotel/max1024x768/316481585.jpg?k=698c429b8773e4f544ea37be6a4d5e949775509c3c3bceb253f64107a393bd1f&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535398447.jpg?k=eeaae54e892e2e8e8f944b0216e3d03a77eda7fa2871703341c5797d22dec776&o=,https://cf.bstatic.com/xdata/images/hotel/max300/513120545.jpg?k=2dfbea8f72b949c263e226eb94c446e46646c9c1f50a1c92884ca2fffacb4e7e&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535398046.jpg?k=f8657110ddc14d7298742bdee77afef26b0d613fef14ddcb34d715298aad10bf&o=,https://cf.bstatic.com/xdata/images/hotel/max300/513121179.jpg?k=6084b238bc409365b35b685d6110928a5997b286c440e35860ffd3dc753a633b&o=,https://cf.bstatic.com/xdata/images/hotel/max300/513120524.jpg?k=baab474aa77b90bcbf9e3b209e2facb163cf31688943798684518967e8d7beb9&o=,https://cf.bstatic.com/xdata/images/hotel/max300/705221706.jpg?k=255422714f262bceedc2c12008a085a7e43fa52a7626fa2ce8f166ce114167cc&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535397349.jpg?k=fc329b0e85779f19d55ef911a099308c1017795bf1ad8e3d1af8cf8666f37c6b&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535395373.jpg?k=9266ffb718114cff119fe8913acf068297a9cea3b734ad4b320055aead6a62b6&o=,https://cf.bstatic.com/xdata/images/hotel/max300/513119892.jpg?k=4b28812e7858784f6f84b56f790fe972f50e68b32d4a079e815107a1202cf38f&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535395754.jpg?k=c5778ffc407b0ff64dd8927626079d065990043bf3e097b4b53c4d432a32ed30&o=,https://cf.bstatic.com/xdata/images/hotel/max300/513118781.jpg?k=49b3d36a669b12d4260f091a626a1aebeb1931cb316b5b45d6ba2c9d17718081&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535395369.jpg?k=2c727210da450c4cc004f9810dab6a02b0671402f39076b3d71bbad02ae3c99f&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535395370.jpg?k=0e098926eabaecf4c015c6b2dd4206c3b59f2088f2de72db69db4071c98a120e&o=,https://cf.bstatic.com/xdata/images/hotel/max300/316481700.jpg?k=47e2c97ef1d2038d3485577201611d4d45ecec7ad4f3e2caa3f6dea5c375cb01&o=,https://cf.bstatic.com/xdata/images/hotel/max300/501428214.jpg?k=495095d79eeb4737ec3fd89269b991373978b18aa7939c1c94f31538a2020953&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535395749.jpg?k=28d2be83e369da0ab39b255322fc66444f6d10fb7a0a65465ae4f2e8f83f226a&o=,https://cf.bstatic.com/xdata/images/hotel/max300/513119023.jpg?k=7f7c2fa65c56a2b940c8b4b5af746fafd8198c4c250f4d5c022c2b5658708f12&o=,https://cf.bstatic.com/xdata/images/hotel/max300/501428278.jpg?k=3448187d55d75ef3eab95195eeb10d3c4a5e326906b2f091377b41e3b71dc09f&o=,https://cf.bstatic.com/xdata/images/hotel/max300/513119662.jpg?k=75e18cd98879663165f3df8f274a1ddd31aeefcd3d4d1ed340b86a8b14edf723&o=,https://cf.bstatic.com/xdata/images/hotel/max300/444692160.jpg?k=2df2eff9e5d30b8b54814df0866fce4add0e7bbde39384b31de6c02130460c27&o=,https://cf.bstatic.com/xdata/images/hotel/max300/513121062.jpg?k=17d20f466fe1e1512090f838ba676aae8f95f56e3fda0abae6bc8cf77e571426&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535395371.jpg?k=3952cc0073f18d9cae5ae100ae982745cd1b8a047c4f314e611d3b46310dc9fe&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535396122.jpg?k=e95b05ed8911de1c2467760daf1eb8ba727db4e7178585397fd9f8e22f67bd5f&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535396198.jpg?k=6b61c31ce55fdd9fc049bca40e0f3f6b1dccd6c2b410f1f636ee066ad117c5e6&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535396310.jpg?k=1a586266d862ecca8f0c7e5e80d7c13d303173a40977242e708d89634cd5e303&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535396526.jpg?k=ebc84773eefd569e52f6d2f921204a12dff24fc255a8673a4b2d5896f3f015e7&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535396681.jpg?k=75031b1dcffe57d2a38aca692f9b897c47428ea61c944fe7f28274bcb9653f9a&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535396961.jpg?k=91c38c5ded5b29650ba92c30edf5aa7e97b214a6485854e56cd293f171192ae3&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535397067.jpg?k=4858f80fb0e34a5716b2a869bf0ba6402a9a770f0725e976c8e0b7c84e20d948&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535397160.jpg?k=9fe19d95690c09502cb252d1ea91921330ad0e0352a782165e9a470f1e4c9d8e&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535397274.jpg?k=7b5596ad57a7d2f128e74616328a6d2dfa0b856e13d42f6871987d86fa18d9ac&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535397410.jpg?k=5e87a93936fd16f703267b4cd530d8084e3f6938e017708b770bc59e4e4fcb2d&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535397583.jpg?k=77ec643f56a502f620839b927ff1c1bc9ac30846afb90e9263e52963f466ff62&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535398573.jpg?k=ca8426a07f789c7734cc4cb56a03edbb803b7f74d850c87d322487ec7fd3a1cf&o=,https://cf.bstatic.com/xdata/images/hotel/max300/535398672.jpg?k=1b2263d07242673afbf5465ef81f27d9caad46e589f686cf26cb367d06523202&o=,https://cf.bstatic.com/xdata/images/hotel/max300/539709237.jpg?k=6558df7982178063bf89e359a9e0489fc5f61a48ab3c4b487f4a05145c4f5c38&o=,https://cf.bstatic.com/xdata/images/hotel/max300/539711926.jpg?k=77572ea102af25ef99ce73785e2b541d8fa11b601affcd2f8920f6a8216ebcca&o=,https://cf.bstatic.com/xdata/images/hotel/max300/705221699.jpg?k=230ea440287017188dd768e308dcbebb8712190fb82c058e4010a40612c3a355&o=,https://cf.bstatic.com/xdata/images/hotel/max300/705221821.jpg?k=807d9eb860bccaff14b2efdaa8082d7cc1add2ead20681e5c08428a07586634e&o=,https://cf.bstatic.com/xdata/images/hotel/max300/705222170.jpg?k=e65967334c7dbc528258056c1427ed4a101095a96f253a2cf87e1056ae4a8d7d&o="
